level,cluster_key,point_id,slug,chosen_model,fixed,successes,attempts,gen_diff,gen_fix
0,root_c0,Closure_46_query,Closure_46,gen,1,10,10,np.nan,"```java
@Override
public JSType getLeastSupertype(JSType that) {
    if (!that.isRecordType()) {
        return super.getLeastSupertype(that);
    }
    
    // If the types are equivalent, return either one
    if (this.isEquivalentTo(that)) {
        return this;
    }
    
    // Otherwise create a union type
    return registry.createUnionType(this, that);
}
```"
0,root_c0,Gson_10_query,Gson_10,gen,0,0,10,,
0,root_c0,Gson_14_query,Gson_14,gen,1,1,10,np.nan,"```java
public static WildcardType supertypeOf(Type bound) {
    // Handle nested wildcards to prevent infinite recursion
    if (bound instanceof WildcardType) {
        WildcardType wildcard = (WildcardType) bound;
        Type[] lowerBounds = wildcard.getLowerBounds();
        if (lowerBounds.length > 0) {
            return wildcard; // Already a ? super type
        }
        Type[] upperBounds = wildcard.getUpperBounds();
        if (upperBounds.length > 0 && !Object.class.equals(upperBounds[0])) {
            return new WildcardTypeImpl(new Type[] { Object.class }, upperBounds);
        }
    }
    return new WildcardTypeImpl(new Type[] { Object.class }, new Type[] { bound });
}
```

```java
public static WildcardType subtypeOf(Type bound) {
    // Handle nested wildcards to prevent infinite recursion
    if (bound instanceof WildcardType) {
        WildcardType wildcard = (WildcardType) bound;
        Type[] upperBounds = wildcard.getUpperBounds();
        if (upperBounds.length > 0 && !Object.class.equals(upperBounds[0])) {
            return wildcard; // Already a ? extends type
        }
        Type[] lowerBounds = wildcard.getLowerBounds();
        if (lowerBounds.length > 0) {
            return new WildcardTypeImpl(new Type[] { Object.class }, EMPTY_TYPE_ARRAY);
        }
    }
    return new WildcardTypeImpl(new Type[] { bound }, EMPTY_TYPE_ARRAY);
}
```"
0,root_c0,Gson_16_query,Gson_16,gen,0,0,10,,
0,root_c0,Gson_18_query,Gson_18,gen,0,0,10,,
0,root_c0,Gson_1_query,Gson_1,gen,0,0,10,,
0,root_c0,Gson_2_query,Gson_2,gen,1,10,10,np.nan,"```java
public static <T1> TypeAdapterFactory newTypeHierarchyFactory(
      final Class<T1> clazz, final TypeAdapter<T1> typeAdapter) {
    return new TypeAdapterFactory() {
      @SuppressWarnings(""unchecked"")
      public <T2> TypeAdapter<T2> create(Gson gson, TypeToken<T2> typeToken) {
        final Class<? super T2> requestedType = typeToken.getRawType();
        if (!clazz.isAssignableFrom(requestedType)) {
          return null;
        }
        return new TypeAdapter<T2>() {
          @Override public void write(JsonWriter out, T2 value) throws IOException {
            typeAdapter.write(out, (T1) value);
          }
          @Override public T2 read(JsonReader in) throws IOException {
            T1 result = typeAdapter.read(in);
            if (result != null && !requestedType.isInstance(result)) {
              throw new JsonSyntaxException(""Expected a "" + requestedType.getName()
                  + "" but was "" + result.getClass().getName());
            }
            return (T2) result;
          }
        };
      }
      @Override public String toString() {
        return ""Factory[typeHierarchy="" + clazz.getName() + "",adapter="" + typeAdapter + ""]"";
      }
    };
  }
```"
0,root_c0,Gson_6_query,Gson_6,gen,1,8,10,np.nan,"```java
@SuppressWarnings(""unchecked"") // Casts guarded by conditionals.
static TypeAdapter<?> getTypeAdapter(ConstructorConstructor constructorConstructor, Gson gson,
    TypeToken<?> fieldType, JsonAdapter annotation) {
  Class<?> value = annotation.value();
  TypeAdapter<?> typeAdapter;
  if (TypeAdapter.class.isAssignableFrom(value)) {
    Class<TypeAdapter<?>> typeAdapterClass = (Class<TypeAdapter<?>>) value;
    typeAdapter = constructorConstructor.get(TypeToken.get(typeAdapterClass)).construct();
  } else if (TypeAdapterFactory.class.isAssignableFrom(value)) {
    Class<TypeAdapterFactory> typeAdapterFactory = (Class<TypeAdapterFactory>) value;
    TypeAdapterFactory factory = constructorConstructor.get(TypeToken.get(typeAdapterFactory))
        .construct();
    typeAdapter = factory.create(gson, fieldType);
  } else {
    throw new IllegalArgumentException(
        ""@JsonAdapter value must be TypeAdapter or TypeAdapterFactory reference."");
  }
  if (typeAdapter != null) {
    typeAdapter = typeAdapter.nullSafe();
  }
  return typeAdapter;
}
```"
0,root_c0,JacksonDatabind_107_query,JacksonDatabind_107,gen,1,1,10,np.nan,"```java
protected final JsonDeserializer<Object> _findDeserializer(DeserializationContext ctxt,
            String typeId) throws IOException
    {
        JsonDeserializer<Object> deser = _deserializers.get(typeId);
        if (deser == null) {
            JavaType type = _idResolver.typeFromId(ctxt, typeId);
            if (type == null) {
                deser = _findDefaultImplDeserializer(ctxt);
                if (deser == null) {
                    JavaType actual = _handleUnknownTypeId(ctxt, typeId);
                    if (actual == null) {
                        // Return a dummy deserializer that returns null instead of null
                        return new JsonDeserializer<Object>() {
                            @Override
                            public Object deserialize(JsonParser p, DeserializationContext ctxt) throws IOException {
                                return null;
                            }
                        };
                    }
                    deser = ctxt.findContextualValueDeserializer(actual, _property);
                }
            } else {
                if ((_baseType != null)
                        && _baseType.getClass() == type.getClass()) {
                    if (!type.hasGenericTypes()) {
                        type = ctxt.getTypeFactory().constructSpecializedType(_baseType, type.getRawClass());
                    }
                }
                deser = ctxt.findContextualValueDeserializer(type, _property);
            }
            if (deser != null) {
                _deserializers.put(typeId, deser);
            }
        }
        return deser;
    }
```"
0,root_c0,JacksonDatabind_112_query,JacksonDatabind_112,gen,1,9,10,np.nan,"```java
@Override
public JsonDeserializer<?> createContextual(DeserializationContext ctxt,
        BeanProperty property) throws JsonMappingException
{
    // May need to resolve types for delegate-based creators:
    JsonDeserializer<Object> delegate = null;
    if (_valueInstantiator != null) {
        // [databind#2324]: check both array-delegating and delegating
        AnnotatedWithParams delegateCreator = _valueInstantiator.getDelegateCreator();
        if (delegateCreator != null) {
            JavaType delegateType = _valueInstantiator.getDelegateType(ctxt.getConfig());
            delegate = findDeserializer(ctxt, delegateType, property);
        }
        // Also check for array-delegating creator
        AnnotatedWithParams arrayDelegateCreator = _valueInstantiator.getArrayDelegateCreator();
        if (arrayDelegateCreator != null) {
            JavaType arrayDelegateType = _valueInstantiator.getArrayDelegateType(ctxt.getConfig());
            delegate = findDeserializer(ctxt, arrayDelegateType, property);
        }
    }
    JsonDeserializer<?> valueDeser = _valueDeserializer;
    final JavaType valueType = _containerType.getContentType();
    if (valueDeser == null) {
        // [databind#125]: May have a content converter
        valueDeser = findConvertingContentDeserializer(ctxt, property, valueDeser);
        if (valueDeser == null) {
        // And we may also need to get deserializer for String
            valueDeser = ctxt.findContextualValueDeserializer(valueType, property);
        }
    } else { // if directly assigned, probably not yet contextual, so:
        valueDeser = ctxt.handleSecondaryContextualization(valueDeser, property, valueType);
    }
    // 11-Dec-2015, tatu: Should we pass basic `Collection.class`, or more refined? Mostly
    //   comes down to ""List vs Collection"" I suppose... for now, pass Collection
    Boolean unwrapSingle = findFormatFeature(ctxt, property, Collection.class,
            JsonFormat.Feature.ACCEPT_SINGLE_VALUE_AS_ARRAY);
    NullValueProvider nuller = findContentNullProvider(ctxt, property, valueDeser);
    if (isDefaultDeserializer(valueDeser)) {
        valueDeser = null;
    }
    return withResolved(delegate, valueDeser, nuller, unwrapSingle);
}
```"
